REF	Company (Manufacturer)	Company Location	Review Date	Country of Bean Origin	Specific Bean Origin or Bar Name	Cocoa Percent	Ingredients	Most Memorable Characteristics	Rating
2056	Auro	Philippines	2018	Philippines	South Cotabato	70%	3- B,S,C	sandy, roasty, nutty	3
2076	Potomac	U.S.A.	2018	Colombia	Tumaco	70%	2- B,S	marshmallow, distinquished	4
2056	Auro	Philippines	2018	Philippines	Paquibao E., 2016	70%	3- B,S,C	waxy, dried fruit	3
2056	Auro	Philippines	2018	Philippines	Davao	77%	4- B,S,V,L	sandy, vanilla	2.75
2258	Perrenial	U.S.A.	2018	Fiji	Fiji	75%	3- B,S*,C	mild smokey, black licorice	3
2234	Palet D'Or	Japan	2018	Vietnam	Vietnam	72%	5- B,S,C,V,L	molasses, tart, vegetal	3.25
2230	Palet D'Or	Japan	2018	Haiti	Haiti	70%	5- B,S,C,V,L	vanilla, sweet, gateway	3.5
2234	Palet D'Or	Japan	2018	Cuba	Cuba	72%	5- B,S,C,V,L	creamy, tobacco, cocoa	3.75
2076	organicfair	South Africa	2018	Panama	Panama	71%	3- B,S,C	fatty, bland, some spice	3
2036	Omnom	Iceland	2018	Nicaragua	Nicaragua	73%	3- B,S,C	intense spice, coarse	3
2142	Oialla by Bojessen (Malmo)	Germany	2018	Brazil	Beniano	78%	3- B,S,C	creamy, cherry, acidic	3.75
2162	Ninth (9th) & Larkin	U.S.A.	2018	Vietnam	Ben Tre, batch VNBT186	72%	3- B,S,C	spicy, vanilla, sweet	2.75
2158	Ninth (9th) & Larkin	U.S.A.	2018	Tanzania	Kokoa Kamili, Kilobmbero batch TK186	72%	3- B,S,C	sweet, melon notes	3
2174	Ninth (9th) & Larkin	U.S.A.	2018	Dominican Republic	Oko Caribe	72%	3- B,S,C	basic cocoa, sour ending	3
2142	Nina	Peru	2018	Peru	Chazuta	70%	3- B,S,C	pungent, grape, sour	3
2134	Nibble	U.S.A.	2018	Brazil	Bahia	72%	2- B,S	notes from sugar	3
2060	Nearynogs	Ireland	2018	Dominican Republic	Hispaniola, batch 170308	70%	2- B,S	dry, sandy, sweet, acidic	3.25
2190	Musee du Chocolat Theobroma	Japan	2018	Venezuela	Chuao	70%	2- B,S	Fruity, Roasty	3.5
2222	Monsoon	U.S.A.	2018	Mexico	Chiapas	70%	3- B,S,C	chalky, powdery, molasses	3.25
2142	Momotombo	Nicaragua	2018	Nicaragua	Nueva Waslala	70%	3- B,S,C	fatty, floral, spicy	3.25
2170	Moka Origins	U.S.A.	2018	Cameroon	Kombone Village, 2018 Harvest	68%	2- B,S	earthy	3
2198	Moka Origins	U.S.A.	2018	Brazil	Brazil	72%	3- B,S,C	dirty, rubbery, spicy	2.5
2214	Milton	Japan	2018	Vietnam	Ben Tre	70%	2- B,S	cocounut, late sour	3.25
2214	Milton	Japan	2018	Peru	Piura Gran Blanco, Sisyu & Kiriyana Phoenix	70%	2- B,S	grape, thick, chewy	3.75
2210	Milton	Japan	2018	Madagascar	Ambanja	70%	2- B,S	cocoa, mild pear, sticky	3.5
2214	Milton	Japan	2018	Brazil	Bahia	70%	2- B,S	intense, sour, hammy	3
2114	Mike & Becky	Belgium	2018	Peru	Maranon, 2017 harvest	70%	3- B,S,C	complex, true to origin	3.25
2112	Mike & Becky	Belgium	2018	India	Idukki	70%	3- B,S,C	candy spices, sweet	3.25
2112	Mike & Becky	Belgium	2018	Dominican Republic	Oko Caribe, hispaniola, 2017 harvest	70%	3- B,S,C	fatty, simple	3
2112	Mike & Becky	Belgium	2018	Belize	San Jose, Toledo, 2017 harvest	70%	3- B,S,C	grape, cocoa	3.5
2210	Meybol	Germany	2018	Peru	Piura Blanco	70%	3- B,S,C	grape, mild smoke, sandy	3.5
2170	Metiisto	Australia	2018	Solomon Islands	Tenaru	67%	3- B,S,C	dried fruit, mild hammy	3.75
2166	Metiisto	Australia	2018	Solomon Islands	Patovaki, Paspaskato Is	72%	3- B,S,C	roasty/smokey, high acidity	3.25
2250	Mestico	Brazil	2018	Brazil	Fazenda Bonanca, Bahia	75%	3- B,S,C	earthy, floral, rubbery	2.5
2162	Argencove	Nicaragua	2018	Nicaragua	Cocibolca	70%	2- B,S	roasty, rich cocoa	3.5
2162	Argencove	Nicaragua	2018	Nicaragua	Mombacho	70%	2- B,S	smooth, vegetal	3.5
2258	Marou	Vietnam	2018	Vietnam	Dak Nong, Tam Farm	75%	3- B,S,C	fatty, roasty, nutty	3.5
2162	Argencove	Nicaragua	2018	Nicaragua	Masaya	70%	2- B,S	melon, late hammy	3.25
2158	Markham & Fitz	U.S.A.	2018	Haiti	Pisa, batch 58	75%	2- B,S	dried fruit, woody, dirty	2.75
2166	Argencove	Nicaragua	2018	Nicaragua	Apoyo	70%	2- B,S	cocoa, earthy, hammy	3
2262	Map Chocolate	U.S.A.	2018	Mexico	Tabasco, "Late for the Train", batch 12184	72%	3- B,S,C	sweet, spicy, dirty	3.25
2040	Map Chocolate	U.S.A.	2018	Dominican Republic	Zorzal Reserve	72%	3- B,S,C	complex, creamy, cherry	3.5
2262	Map Chocolate	U.S.A.	2018	Blend	"Peace of Wild Things"	72%	3- B,S,C	off notes, rubbery, hammy	3
2068	Arete	U.S.A.	2018	Trinidad	Ramnath E.	70%	2- B,S	nuts, dried fruit, short	3
2226	Malai	Thailand	2018	Thailand	Chantaburi	70%	3- B,S*,C	gummy, smokey, hammy	2.75
2238	Luisa Abram	Brazil	2018	Brazil	Rio Acara, Wild Amazon	70%	2- B,S	rustic, basic cocoa, earthy	3
2194	Love Brown	Taiwan	2018	Sumatra	Sumatra	70%	2- B,S	smokey, earthy, cocoa	3
2198	Love Brown	Taiwan	2018	Nicaragua	Chuno	78%	2- B,S	intense mocha flavor	3.5
2198	Love Brown	Taiwan	2018	Nicaragua	O'Payo	80%	2- B,S	nutty, mild dairy	3.25
2194	Love Brown	Taiwan	2018	Nicaragua	Medalla	75%	2- B,S	potting soil	2.5
2122	Letterpress	U.S.A.	2018	Ghana	Ashanti	70%	3- B,S,C	brownie	3.75
2048	Land	U.K.	2018	Nicaragua	Nicaliso, Bocay	73%	3- B,S,C	complex, dairy, roasty	3.5
2048	Land	U.K.	2018	Nicaragua	Nueva Guinea	71%	3- B,S,C	simple, earthy, cocoa	3
2048	Land	U.K.	2018	Honduras	San Pedro Sula	70%	3- B,S,C	sandy, rich cocoa	3.25
2186	La Rifa	Mexico	2018	Mexico	Uranga, Chiapas, Jimenez Garcia farm	70%	2- B,S	citrus,prononced orange	3.5
2182	La Rifa	Mexico	2018	Mexico	Almendra Blanca, Blanco Marfil, Jimenez Garcia	70%	2- B,S	rich cocoa, mild fruit & nut	3.5
2186	La Rifa	Mexico	2018	Mexico	Xoconusco, Chiapas, Coop CASFA	70%	2- B,S	mild hammy, roasty, sour	3
2254	La Feverie (Hasnaa)	France	2018	Guatemala	Asochivite, 2017 harvest	70%	2- B,S	dry, melon, cocoa	3.5
2254	La Feverie (Hasnaa)	France	2018	Belize	Maya Mtn, 2017 harvest	70%	2- B,S	fruit, cocoa, grape	3.5
2138	La Chorena	U.S.A.	2018	Peru	Maranon	75%	2- B,S	earthy, molasses, dried fruit	3
2138	La Chorena	U.S.A.	2018	Guatemala	Lachua, Cacao Verapaz	70%	2- B,S	tart, molasses, grits	3.25
2138	La Chorena	U.S.A.	2018	Dominican Republic	Oko Caribe	70%	2- B,S	anise, spicy, earthy	3
2138	La Chorena	U.S.A.	2018	Belize	Maya Mtn, Toledo	70%	4- B,S,C,L	molasses, high acidity	3.25
2068	Krak	Netherlands	2018	Philippines	Kablon Farm	70%	2- B,S	nuts, dried fruit, grassy	3.25
2044	Krak	Netherlands	2018	Mexico	Xoconusco, triple turned	70%	2- B,S	intense, high acidity	3.75
2064	Krak	Netherlands	2018	Madagascar	Mava Sa Ferme D'ottange	70%	2- B,S	roasty, nutty	3
2218	Kad Kokoa	Thailand	2018	Thailand	Prachuap Khiri Khan	70%	3- B,S,C	brownie	3.75
2218	Kad Kokoa	Thailand	2018	Thailand	Chiang Mai	70%	3- B,S,C	herbal, tea-like	3.5
2214	Kad Kokoa	Thailand	2018	Thailand	Chantaburi	70%	3- B,S,C	nutty, cocoa, sour veggie	3.5
2218	Kad Kokoa	Thailand	2018	Thailand	Chumphon	70%	3- B,S,C	floral, earthy, grassy	3
2254	Arete	U.S.A.	2018	Colombia	Tumaco	70%	2- B,S	smooth, nutty, cocoa	4
2104	Johnny Iuzzini	U.S.A.	2018	Trinidad	Tabaquite, batch 12	80%	4- B,S,C,L	bold, spice, sour fruit, gritty	3.25
2100	Johnny Iuzzini	U.S.A.	2018	India	Anamalai, batch 8	66%	4- B,S,C,L	gritty, coffee, sweet, hammy	3
2104	Johnny Iuzzini	U.S.A.	2018	Colombia	Tumaco, batch 2	73%	4- B,S,C,L	complex, bold, gritty	3.25
2146	Jean Marie Auboine	U.S.A.	2018	Venezuela	Venezuela, batch 107	72%	3- B,S,C	sandy, sweet	3.25
2250	Islands Chocolate	St.Vincent-Grenadines	2018	St.Vincent-Grenadines	Perseverance E.	72%	4- B,S,C,L	woody, meaty, vegetal	2.75
2134	Hotel Chocolat	U.K.	2018	Colombia	Sierra Nevada, Cienaga	75%	4- B,S,C,L	dry, woody, dried fruit	2.75
2150	hexx	U.S.A.	2018	Tanzania	Kokoa Kamili, batch 0214	70%	2- B,S*	lemon, late sour & molasses	3
2150	hexx	U.S.A.	2018	Peru	Maranon, batch 0723	70%	2- B,S*	light color, sour, pungent	2.25
2150	hexx	U.S.A.	2018	Madagascar	Sambirano Valley, batch 0124	74%	2- B,S*	sour, citrus, molasses	2.75
2146	hexx	U.S.A.	2018	Ecuador	Camino Verde, batch 0722	73%	2- B,S*	harsh flavor, hay	2.5
2146	hexx	U.S.A.	2018	Dominican Republic	Oko Caribe, batch 0719	71%	2- B,S*	fruity, tannic, coconut	3.5
2040	Harper Macaw	U.S.A.	2018	Brazil	Libiano	75%	3- B,S,C	flat, late tart notes	3
2092	Amedei	Italy	2018	Venezuela	Porcelana	70%	4- B,S,C,V	nutty, mild roasty, vanilla	3
2060	Guido Castagna	Italy	2018	Madagascar	Madagascar	70%	4- B,S,C,L	earthy, chemical or burnt note	2.75
2088	Amedei	Italy	2018	Venezuela	Chuao	70%	4- B,S,C,V	vanilla, nuts, roasty	3
2194	Gotham	U.S.A.	2018	Belize	Maya Mtn	70%	2- B,S	fruit, tart, rubber	2.75
2096	Georgia Ramon	Germany	2018	Guatemala	Cahabon E.	72%	3- B,S,C	dry, grainy, spicy, roasty	2.75
2088	Amedei	Italy	2018	Madagascar	Madagascar	70%	4- B,S,C,V	vanilla, mint, roasty	3
2202	Fu Wan	Taiwan	2018	Venezuela	Chuao	70%	3- B,S,C	dried fruit, cocoa	3.5
2202	Fu Wan	Taiwan	2018	Tanzania	Tanzania	70%	2- B,S	accessible, sweet, sandy	3
2174	Fu Wan	Taiwan	2018	Taiwan	Taiwan, #1	70%	3- B,S,C	cheesy off flavor	2.5
2190	Fu Wan	Taiwan	2018	Madagascar	Madagascar	70%	2- B,S	grainy texture, sour, hammy	3
2130	Friis Holm	Denmark	2018	Nicaragua	Rugoso, Bad Fermentation	70%	3- B,S,C	banana,dairy, cocoa	4
2130	Friis Holm	Denmark	2018	Nicaragua	Nicaliso	70%	3- B,S,C	black pepper,high astringency	3.75
2126	Friis Holm	Denmark	2018	Nicaragua	Medagla	70%	3- B,S,C	cocoa, savory	3.75
2122	Friis Holm	Denmark	2018	Nicaragua	Johe	70%	3- B,S,C	strong cocoa, orange citrus	3.75
2130	Friis Holm	Denmark	2018	Nicaragua	Chuno, 3x turned	70%	3- B,S,C	delicate, balanced	3.5
2122	Friis Holm	Denmark	2018	Nicaragua	O'Payo, Wasalala Co-op	68%	3- B,S,C	unique flavor, floral-spice mix	3.5
2092	Amedei	Italy	2018	Blend	Nine	75%	4- B,S,C,V	sweet, delicate, complex	3.5
2134	Friis Holm	Denmark	2018	Nicaragua	Rugoso	70%	3- B,S,C	high acidity, grassy	3.25
2126	Friis Holm	Denmark	2018	Nicaragua	La Dalia, Lazy Growers Blend	70%	3- B,S,C	woody, grassy, spicy	3.25
2130	Friis Holm	Denmark	2018	Nicaragua	Chuno, 2x turned	70%	3- B,S,C	floral, sticky	3
2126	Friis Holm	Denmark	2018	Nicaragua	La Dalia, Lazy Growers Blend	60%	3- B,S,C	sweet, metallic	3
2126	Friis Holm	Denmark	2018	Guatemala	Indio Rojo	70%	3- B,S,C	honey, deep cocoa	4
2174	Fresco	U.S.A.	2018	Venezuela	Carupano Pintao	72%	3- B,S,C	complex, nuts, spice, floral	3.5
2174	Fresco	U.S.A.	2018	Venezuela	Chuao, MR, SC, batch 18-224	72%	3- B,S,C	roasty, mild fatty	3.25
2118	Franceschi	Venezuela	2018	Venezuela	Cuyagua, batch 4, lot DC2.3	72%	2- B,S	nutty	3.5
2100	Franceschi	Venezuela	2018	Venezuela	Carenero, Miranda	70%	3- B,S,C	dried fruit, large grits	3.25
2122	Franceschi	Venezuela	2018	Venezuela	Chuao, batch 4, Lot DH17	85%	2- B,S	sl. dry, gritty, fruity, nuts	3
2100	Franceschi	Venezuela	2018	Venezuela	Sur del Lago, Zulia	70%	3- B,S,C	large grits	3
2044	Franceschi	Venezuela	2018	Venezuela	Rio Caribe	60%	4- B,S,C,L	large grits, sweet	2.5
2072	Fossa	Singapore	2018	Philippines	Davao	70%	2- B,S	sandy, dried fruit, roasty	3.25
2072	Fossa	Singapore	2018	Indonesia	Pak Eddy Farm, Yogyakarta Region	70%	2- B,S	sandy, powdery, late sour	3
2072	Fossa	Singapore	2018	Haiti	Pisa	68%	2- B,S	roasty, hazelnut, cocoa	3.5
2076	Fossa	Singapore	2018	Dominican Republic	Oko Caribe	72%	2- B,S	coffee, acidic, astringent	2.75
2072	Fossa	Singapore	2018	Bolivia	Alto Beni	70%	2- B,S	nuts, sour milk	3
2206	FJAK	Norway	2018	Tanzania	Kokoa Kamili	70%	3- B,S,C	fruit, spicy mild molasses	3.5
2202	FJAK	Norway	2018	Madagascar	Bejofo	70%	3- B,S,C	molasses, sour notes	3
2206	FJAK	Norway	2018	India	Goground	68%	3- B,S,C	muted, mild sweet cocoa	3.5
2154	Five (5)Mile	U.S.A.	2018	Guatemala	Monte Grande, batch 18	75%	2- B,S	hammy, large grits	2.75
2150	Five (5)Mile	U.S.A.	2018	Dominican Republic	Oko Caribe, San Fran. De Mac.,batch A	75%	2- B,S	roasty, simple	3.5
2154	Five (5)Mile	U.S.A.	2018	Colombia	Tumaco, batch 23abc	75%	2- B,S	high acidity, bitter, nutty	3
2154	Five (5)Mile	U.S.A.	2018	Belize	Maya Mtn, batch 7C	75%	2- B,S	hammy, dried fruit	2.75
1964	Duffy's	U.K.	2017	Nigeria	Eti-Oni	70%	4- B,S,C,L	candy like off flavor	2.75
2016	Dick Taylor	U.S.A.	2017	Solomon Islands	Solomon Is.,batch 17158, N.Vela	72%	2- B,S	well defined, creamy, cherry	4
1952	Dick Taylor	U.S.A.	2017	Guatemala	Lanquin Estate	70%	2- B,S	blackberry, raisns	3.75
1972	Dick Taylor	U.S.A.	2017	Brazil	Fazenda Camboa, Bahia, batch 17009	75%	2- B,S	sticky, roasty nibs, grapes	3.75
1944	Alexandre	Netherlands	2017	Vietnam	Tien Giang	70%	3- B,S,C	sandy, sweet, roasty	3.5
2024	Dandelion	U.S.A.	2017	Costa Rica	Hacienda Azul, 2016 Harvest	70%	2- B,S	cocoa, sour, toffee, earthy	3
1944	Alexandre	Netherlands	2017	Tanzania	Makwale Village, Kyela	70%	3- B,S,C	sandy, melon, banana	3.5
1944	Alexandre	Netherlands	2017	Nicaragua	La Dalia, Matagalpa	70%	3- B,S,C	sandy, sweet, nibby	3.5
1928	Dalloway	U.S.A.	2017	Dominican Republic	Dominican Republic, batch 7	72%	2- B,S	hammy, sour, astringent	2.75
1944	Alexandre	Netherlands	2017	Ecuador	Winak Coop, Napo	70%	3- B,S,C	sandy, green, floral	3.5
1984	Coppeneur	Germany	2017	Ghana	Ghana	75%	3- B,S,C	oily, rich cocoa, nutty	3.75
1992	Alain Ducasse	France	2017	Mexico	Porcelana, Mexique	75%	6-B,S,C,V,L,Sa	strawberry, cream, gateway	3.5
2028	Chapon	France	2017	Bolivia	Beni, Cru Sauvage	74%	2- B,S	dark roast, rich cocoa	3
1956	Castronovo	U.S.A.	2017	Venezuela	Patanemo, batch 539	70%	2- B,S	nutty, roasty, caramel	3.25
1984	Brasstown aka It's Chocolate	U.S.A.	2017	Ecuador	Manabi	75%	3- B,S,C	sandy, floral, honey	3.75
1980	Brasstown aka It's Chocolate	U.S.A.	2017	Dominican Republic	Elvesia P.	70%	3- B,S,C	earthy, cherries	3.25
1996	Boho	U.S.A.	2017	Belize	Maya Mtn	70%	3- B,S,C	pungent off flavor	2.75
1996	Zotter	Austria	2017	Colombia	APROCAFA, Acandi	75%	3- B,S,C	strong nutty, marshmallow	3.75
1948	Xocolla	U.S.A.	2017	Madagascar	Sambirano, batch 170102	70%	2- B,S	sour milk, molasses, sweet	2.75
1948	Xocolla	U.S.A.	2017	Dominican Republic	Hispaniola, batch 170104	70%	2- B,S	spciy, cardamom, off flavor	2.5
2012	Wellington Chocolate Factory	New Zealand	2017	Samoa	Samoa	77%	2- B,S	earthy, roasty	3
1972	Valrhona	France	2017	Blend	Oriado, Peru, Dom. Rep	60%	3- B,S,C	intense, rich, sweet	3.25
1968	Utopick	Spain	2017	Colombia	Sierra Nevada, Tutu Iku	70%	3- B,S,C	spice, melon, nutty	3.75
2004	Uncouth	Canada	2017	Tanzania	Tanzania	75%	2- B,S	dry, coarse, sweet, earthy	3
2004	Uncouth	Canada	2017	Guatemala	Guatemala	75%	2- B,S	dry, coarse, sour	3.25
2000	Uncouth	Canada	2017	Dominican Republic	Dominican Republic	75%	2- B,S	dry, coarse, hay, off	2.75
1996	twenty-four blackbirds	U.S.A.	2017	Tanzania	Kokoa Kamili	75%	2- B,S	dry, floral, woody	3.25
2012	Stone Grindz	U.S.A.	2017	Bolivia	Wild Bolivia, batch 260	70%	3- B,S,C	fatty, rubber, off notes	2.5
1932	Spencer	U.S.A.	2017	Peru	Peru	70%	3- B,S,C	floral, earthy, burnt rubber	2.75
1932	Spencer	U.S.A.	2017	Ecuador	Ecuador	70%	3- B,S,C	floral, astringent	3.5
1932	Spencer	U.S.A.	2017	Dominican Republic	Dominican Republic	70%	3- B,S,C	sandy, robust, grapes, malt	3.75
1936	Soul	Canada	2017	Venezuela	Venezuela	75%	2- B,S	dry, earthy, roasty	3.5
1940	Soul	Canada	2017	Tanzania	Tanzania	80%	2- B,S	sticky, mild fruit, brownie	3.5
1936	Soul	Canada	2017	Papua New Guinea	Papua New Guinea	77%	2- B,S	sandy, smokey, fruit, sour	3.25
1936	Soul	Canada	2017	Madagascar	Madagascar	70%	2- B,S	tart, sour, basic	3.5
1936	Soul	Canada	2017	Ecuador	Ecuador	75%	2- B,S	dry, floral, earthy	3.25
1932	Soul	Canada	2017	Dominican Republic	Dominican Republic	70%	2- B,S	few grits, sweet, cocoa	3.25
1948	Beau Cacao	U.K.	2017	Malaysia	Serian E., NW Borneo, b. #134/3800	72%	3- B,S,C	smokey, woody, tobacco	3.25
1948	Beau Cacao	U.K.	2017	Malaysia	Asajaya E, NW Borneo, b. #132/4500	73%	3- B,S,C	caramel, spice, earthy	3
2016	Soma	Canada	2017	Fiji	Fiji	70%	3- B,S,C	creamy, roasty, woody	3.25
2016	Soma	Canada	2017	Colombia	Arauca	70%	3- B,S,C	creamy, honey, marshmallow	4
1992	Solstice	U.S.A.	2017	Tanzania	Kilombero	70%	3- B,S,C	sticky, strong molasses	3.25
1968	Soklet	India	2017	India	India	70%	3- B,S,C	grassy, hammy	2.75
1952	Smooth Chocolator, The	Australia	2017	Haiti	Pisa, batch HA102	70%	3- B,S,C	complex, earthy, melon	3.5
1940	Smooth Chocolator, The	Australia	2017	Dominican Republic	Oko Caribe, DOR005	70%	3- B,S,C	cherry, rich choco	3.5
1996	Sirene	Canada	2017	Peru	Tingo Maria	73%	2- B,S	caramel, anise, dried fruit	3.75
1980	Bar Au Chocolat	U.S.A.	2017	Trinidad	Montserrat Hills	80%	2- B,S	intense, tangy, alcohol	3.5
2004	San Jose	Ecuador	2017	Ecuador	H. San Jose, Los Rios, L300817	70%	4- B,S,C,L	few grits, basic, gateway	3.25
1980	Bar Au Chocolat	U.S.A.	2017	Costa Rica	Turrialba, Cartago P.	72%	2- B,S	slightly dry, cocoa, berry	3.5
1964	Ruket	Italy	2017	Honduras	Red Mayan, Xoco	72%	3- B,S*,C	off note, vegetal, nibby	2.75
2004	Rozsavolgyi	Hungary	2017	Venezuela	Chuao	73%	3- B,S,C	nuts, chocolate, mellow	3.75
2008	Ritual	U.S.A.	2017	Mexico	Xoconusco	75%	3- B,S,C	smooth, coffee, rich cocoa	3.75
2032	Raaka	U.S.A.	2017	Haiti	Pisa, roasted	70%	3- B,S,C	basic cocoa	3.5
2032	Raaka	U.S.A.	2017	Haiti	Pisa, unroasted	70%	3- B,S,C	green	3.25
1984	Pura Delizia	Italy	2017	Vietnam	Vietnam	75%	4- B,S,C,L	intense, fig, roasty, citrus	3.5
1988	Pura Delizia	Italy	2017	Philippines	Philippines	66%	4- B,S,C,L	spice, sunflower	3.5
1988	Pura Delizia	Italy	2017	Papua New Guinea	Papua New Guinea	75%	4- B,S,C,L	intense smoke	3.25
1988	Pura Delizia	Italy	2017	Ecuador	Ecuador	73%	4- B,S,C,L	few grits, strong floral	3.25
1988	Pura Delizia	Italy	2017	Dominican Republic	Dominican	65%	4- B,S,C,L	peanut, soy, sunflower	3.75
1956	Pump Street Bakery	U.K.	2017	Jamaica	Bachelor's Hall, batch 6911	75%	2- B,S	sticky, mild, hay, honey	3.75
1992	Palette de Bine	Canada	2017	Peru	Maranon	72%	2- B,S	grape, pungent, off sour	2.75
1992	Palette de Bine	Canada	2017	Haiti	Pisa	70%	2- B,S	sticky, bold, nutty, fig	3.5
2000	Palette de Bine	Canada	2017	Dominican Republic	Dominican Republic	75%	2- B,S	creamy, burnt rubber, off	2.75
1960	Mirzam	U.A.E.	2017	Vietnam	Vietnam	65%	2- B,S	slight grainy, roasty, spicy	3.5
1960	Mirzam	U.A.E.	2017	Papua New Guinea	Papua New Guinea	72%	2- B,S	few grits, intense smoke	3
1960	Mirzam	U.A.E.	2017	Madagascar	Madagascar	72%	2- B,S	tangy, roasty, ham	3.25
1960	Mirzam	U.A.E.	2017	India	India	65%	3- B,S,C	sweet, licoric	3.5
2020	Michel Cluizel	France	2017	Colombia	El Jardin	69%	4- B,S,C,V	sandy, earthy, fatty	3.25
1956	Map Chocolate	U.S.A.	2017	Vietnam	Lam Dong, "Red Poppy"	73%	2- B,S	earthy, tobacco, ashey	3
2020	Arete	U.S.A.	2017	Vietnam	Ben Tre	73%	3- B,S,C	rich cocoa, mild roasty	3.5
2032	Manoa	U.S.A.	2017	Peru	Ucayali	70%	3- B,S,C	sweet, fatty, fig	3.25
1940	Madre	U.S.A.	2017	Solomon Islands	Guadalcanal	73%	2- B,S	mild earthy, mild cocoa, nut	3.5
2028	Arete	U.S.A.	2017	Peru	Ucayali	70%	3- B,S,C	dried fruit, fig, anise	3.5
1976	Luisa Abram	Brazil	2017	Brazil	Rio Purus, 2016 Harvest	81%	2- B,S	oily, burnt, earthy	3.25
2020	Arete	U.S.A.	2017	Madagascar	Sambirano Valley	70%	3- B,S,C	sour fruit	3.5
1984	Letterpress	U.S.A.	2017	Peru	Ucayali	70%	3- B,S,C	mild, licorice, coffee, cocoa	4
1952	Letterpress	U.S.A.	2017	Honduras	La Masica, Batch 7, FHIA	70%	2- B,S	strong raspberry, mocha	3.5
1952	Letterpress	U.S.A.	2017	Belize	Maya Mtn, Batch 18, Heirloom	70%	2- B,S	smokey, mild berry	3.25
1972	Landmark (Amano)	U.S.A.	2017	Bolivia	Tranquilidad, Itinez Province	74%	3- B,S,C	well balanced, melon	3.75
2020	Arete	U.S.A.	2017	India	Anamalai	70%	2- B,S	slight roasty, basic cocoa	3.5
2028	Arete	U.S.A.	2017	Haiti	Pisa	70%	2- B,S	long lasting, cocoa	4
1968	Krak	Netherlands	2017	Vietnam	Vietnam	70%	2- B,S	sticky, molasses, sour	3
2016	Krak	Netherlands	2017	Mexico	Xoconusco	70%	2- B,S	medium roast, nutty	3.25
1968	Krak	Netherlands	2017	Belize	Belize	70%	2- B,S	gritty, sour, berries	3
1976	Johnny Iuzzini	U.S.A.	2017	Vietnam	Tien Giang, Mekong Delta	65%	4- B,S,C,L	sweet, fruity, vanilla	3.5
1972	Johnny Iuzzini	U.S.A.	2017	Venezuela	Ocumare, Cuyagua	72%	3- B,S,C	dairy, nutty, butterscotch	3.5
1976	Johnny Iuzzini	U.S.A.	2017	Peru	San Martin, Oro Verde	75%	4- B,S,C,L	floral, tobacco, candied	3
2008	Johnny Iuzzini	U.S.A.	2017	Madagascar	Sambirano Valley, Batch 7	68%	5- B,S,C,V,L	vanilla, gateway	3.5
1976	Johnny Iuzzini	U.S.A.	2017	Jamaica	Mount Pleasant	67%	4- B,S,C,L	candy like, sweet, dairy	3
2008	Johnny Iuzzini	U.S.A.	2017	Ecuador	Costa Esmeralda, Batch 30	78%	4- B,S,C,L	full bodied, floral	3.75
1980	Johnny Iuzzini	U.S.A.	2017	Ecuador	Camino Verde P.	70%	4- B,S,C,L	floral, bourbon, salt	3.5
2008	Indi	U.S.A.	2017	Vietnam	Lam Dong	72%	3- B,S,C	molasses, roasty	3.25
2024	Arete	U.S.A.	2017	Bolivia	Beniano	70%	2- B,S	creamy, bright fruit	4
2032	Goodnow Farms	U.S.A.	2017	Peru	Ucayali, batch 1041	70%	3- B,S,C	creamy, fig	3.25
2012	Georgia Ramon	Germany	2017	Venezuela	Porcelana, La Orquidea, Santa Barbara, Zulia	75%	3- B,S,C	fatty, creamy, roasty	3.5
2012	Georgia Ramon	Germany	2017	St. Lucia	Rabot Estate, Island Growers	77%	3- B,S,C	chewy, woody, rustic	3.5
1956	Friis Holm	Denmark	2017	Nicaragua	Barba	70%	3- B,S,C	creamy, black pepper, nut	3.75
2000	Fresh Coast	U.S.A.	2017	Tanzania	Kokoa Kamili, Kilombero District	70%	2- B,S	creamy, simple, strong choco	3.75
2000	Fresh Coast	U.S.A.	2017	Brazil	Fazenda Camboa, Bahia	70%	2- B,S	creamy, fragrant	3.5
2024	Fresco	U.S.A.	2017	Guatemala	Polochic Valley, MR, LC, batch 17-189	70%	3- B,S,C	long lasting, fruit, spicy	3.75
2028	Fresco	U.S.A.	2017	Guatemala	Polochic Valley, DR, LC, batch 17-201	70%	3- B,S,C	rich cocoa, nuts	3.5
2024	Fresco	U.S.A.	2017	Guatemala	Polochic Valley, LR, LC, batch 17-203	70%	3- B,S,C	rich cocoa, mild, fatty	3.5
1940	French Broad	U.S.A.	2017	Peru	Norandino, batch 161208	70%	2- B,S	slight dry, citrus, grapefruit	3.5
1964	Amazing Cacao	Russia	2017	Peru	Platan Bajo	70%	 	few grits, blackcherry, licorice	3.5
1964	Amazing Cacao	Russia	2017	Peru	Maranon	70%	 	raisins, pungent	3
1916	ENNA	U.S.A.	2016	Honduras	Wampusirpi, batch 007	75%	2- B,S	carrots, heavy roast	3.25
1876	Edelmond	Germany	2016	Venezuela	Porcelana	68%	2- B,S	dry, gritty, cardboard, nutty	3
1812	Eau de Rose	Canada	2016	Colombia	Arauca	70%	3- B,S,C	mild, dried fruit, chocolate	3.25
1812	Eau de Rose	Canada	2016	Colombia	Tumaco	70%	3- B,S,C	dried fruit, strong floral	3.25
1880	Dormouse	U.K.	2016	Grenada	Non Pariel Estate	75%	3- B,S*,C	licorice, molasses, rubber	2.75
